ID,NL,MR,ALIGNMENT,MONOTONIC
115,quanti fiumi sono in missouri,answer(count(river(loc_2(stateid(missouri))))),"('quanti', 'answer'), ('ε', 'count'), ('fiumi', 'river'), ('sono', 'ε'), ('in', 'loc_2'), ('missouri', 'stateid(missouri)')",1
116,quanti fiumi sono in new york,answer(count(river(loc_2(stateid(new york))))),"('quanti', 'answer'), ('ε', 'count'), ('fiumi', 'river'), ('sono', 'ε'), ('in', 'loc_2'), ('new', 'stateid(new york)'), ('york', 'ε')",1
117,quanti fiumi sono nello stato che ha più fiumi,answer(count(river(loc_2(most(state(loc_1(river(all)))))))),"('quanti', 'answer'), ('ε', 'count'), ('fiumi', 'river'), ('sono', 'ε'), ('nello', 'loc_2'), ('stato', 'state'), ('che', 'ε'), ('ha', 'loc_1'), ('più', 'most'), ('fiumi', 'river(all)')",0
118,quanti fiumi sono nello stato con il picco più alto,answer(count(river(loc_2(state(loc_1(highest(place(all)))))))),"('quanti', 'answer'), ('ε', 'count'), ('fiumi', 'river'), ('sono', 'ε'), ('nello', 'loc_2'), ('stato', 'state'), ('con', 'loc_1'), ('il', 'ε'), ('picco', 'place(all)'), ('più', 'ε'), ('alto', 'highest')",0
119,quanti fiumi sono nello stato con la popolazione più grande,answer(count(river(loc_2(largest_one(population_1(state(all))))))),"('quanti', 'answer'), ('ε', 'count'), ('fiumi', 'river'), ('sono', 'ε'), ('nello', 'loc_2'), ('stato', 'state(all)'), ('con', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('grande', 'largest_one')",0
120,quanti fiumi sono in idaho,answer(count(river(loc_2(stateid(idaho))))),"('quanti', 'answer'), ('ε', 'count'), ('fiumi', 'river'), ('sono', 'ε'), ('in', 'loc_2'), ('idaho', 'stateid(idaho)')",1
121,quanti fiumi ci sono in texas,answer(count(river(loc_2(stateid(texas))))),"('quanti', 'answer'), ('ε', 'count'), ('fiumi', 'river'), ('ci', 'ε'), ('sono', 'ε'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",1
122,quanti fiumi sono in us,answer(count(river(loc_2(countryid(usa))))),"('quanti', 'answer'), ('ε', 'count'), ('fiumi', 'river'), ('sono', 'ε'), ('in', 'loc_2'), ('us', 'countryid(usa)')",1
123,quanti fiumi non attraversano lo stato con capitale albany,"answer(count(exclude(river(all), traverse_2(state(loc_1(capital(cityid(albany, _))))))))","('quanti', 'answer'), ('ε', 'count'), ('fiumi', 'river(all)'), ('non', 'exclude'), ('attraversano', 'traverse_2'), ('lo', 'ε'), ('stato', 'state'), ('con', 'loc_1'), ('capitale', 'capital'), ('albany', 'cityid(albany, _)')",0
124,quanti fiumi ha l alaska,answer(count(river(loc_2(stateid(alaska))))),"('quanti', 'answer'), ('ε', 'count'), ('fiumi', 'river'), ('ha', 'loc_2'), ('l', 'ε'), ('alaska', 'stateid(alaska)')",1
125,quanti fiumi ha il colorado,answer(count(river(loc_2(stateid(colorado))))),"('quanti', 'answer'), ('ε', 'count'), ('fiumi', 'river'), ('ha', 'loc_2'), ('il', 'ε'), ('colorado', 'stateid(colorado)')",1
126,quanti fiumi in texas sono più lunghi del red,"answer(count(intersection(river(loc_2(stateid(texas))), longer(riverid(red)))))","('quanti', 'answer'), ('ε', 'count'), ('ε', 'intersection'), ('fiumi', 'river'), ('in', 'loc_2'), ('texas', 'stateid(texas)'), ('sono', 'ε'), ('più', 'ε'), ('lunghi', 'longer'), ('del', 'ε'), ('red', 'riverid(red)')",1
127,quanti fiumi in washington,answer(count(river(loc_2(stateid(washington))))),"('quanti', 'answer'), ('ε', 'count'), ('fiumi', 'river'), ('in', 'loc_2'), ('washington', 'stateid(washington)')",1
128,quanti fiumi scorrono in texas,answer(count(river(traverse_2(stateid(texas))))),"('quanti', 'answer'), ('ε', 'count'), ('fiumi', 'river'), ('scorrono', 'traverse_2'), ('in', 'ε'), ('texas', 'stateid(texas)')",1
129,quanti fiumi scorrono in stati che confinano con il colorado,answer(count(river(traverse_2(state(next_to_2(stateid(colorado))))))),"('quanti', 'answer'), ('ε', 'count'), ('fiumi', 'river'), ('scorrono', 'traverse_2'), ('in', 'ε'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('colorado', 'stateid(colorado)')",1
130,quanti chilometri quadrati in us,answer(area_1(countryid(usa))),"('quanti', 'answer'), ('chilometri', 'area_1'), ('quadrati', 'ε'), ('in', 'ε'), ('us', 'countryid(usa)')",1
131,quanti stati sono in usa,answer(count(state(loc_2(countryid(usa))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('sono', 'ε'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",1
132,quanti stati ci sono in usa,answer(count(state(loc_2(countryid(usa))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('ci', 'ε'), ('sono', 'ε'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",1
133,quanti stati sono di fianco a grandi fiumi,answer(count(state(next_to_2(major(river(all)))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('sono', 'ε'), ('di', 'ε'), ('fianco', 'next_to_2'), ('a', 'ε'), ('grandi', 'major'), ('fiumi', 'river(all)')",1
134,quanti stati ci sono,answer(count(state(all))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state(all)'), ('ci', 'ε'), ('sono', 'ε')",1
135,quanti stati ci sono in usa,answer(count(state(loc_2(countryid(usa))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('ci', 'ε'), ('sono', 'ε'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",1
136,quanti stati ci sono in usa,answer(count(state(loc_2(countryid(usa))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('ci', 'ε'), ('sono', 'ε'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",1
137,quanti stati confinano con l alaska,answer(count(state(next_to_2(stateid(alaska))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('l', 'ε'), ('alaska', 'stateid(alaska)')",1
138,quanti stati confinano con almeno un altro stato,answer(count(state(next_to_2(state(all))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('almeno', 'ε'), ('un', 'ε'), ('altro', 'ε'), ('stato', 'state(all)')",1
139,quanti stati confinano con il colorado e confinano con il new mexico,"answer(count(state(intersection(next_to_2(stateid(colorado)), next_to_2(stateid(new mexico))))))","('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('colorado', 'stateid(colorado)'), ('e', 'intersection'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('new', 'stateid(new mexico)'), ('mexico', 'ε')",0
140,quanti stati confinano con le hawaii,answer(count(state(next_to_2(stateid(hawaii))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('le', 'ε'), ('hawaii', 'stateid(hawaii)')",1
141,quanti stati confinano con l iowa,answer(count(state(next_to_2(stateid(iowa))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('l', 'ε'), ('iowa', 'stateid(iowa)')",1
142,quanti stati confinano con lo stato la cui capitale è boston,"answer(count(state(next_to_2(state(loc_1(capital(cityid(boston, _))))))))","('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('la', 'loc_1'), ('cui', 'ε'), ('capitale', 'capital'), ('è', 'ε'), ('boston', 'cityid(boston, _)')",1
143,quanti stati confinano con il tennessee,answer(count(state(next_to_2(stateid(tennessee))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('tennessee', 'stateid(tennessee)')",1
144,quanti stati confinano con il texas,answer(count(state(next_to_2(stateid(texas))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('texas', 'stateid(texas)')",1
145,quanti stati confinano con lo stato più grande,answer(count(state(next_to_2(largest(state(all)))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state(all)'), ('più', 'ε'), ('grande', 'largest')",0
146,quanti stati confinano con il fiume mississippi,answer(count(state(next_to_2(riverid(mississippi))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('fiume', 'ε'), ('mississippi', 'riverid(mississippi)')",1
147,quanti stati confinano con lo stato che confina con più stati,answer(count(state(next_to_2(most(state(next_to_2(state(all)))))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('più', 'most'), ('stati', 'state(all)')",1
148,quanti stati confinano con lo stato con la popolazione più grande,answer(count(state(next_to_2(largest_one(population_1(state(all))))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('confinano', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state(all)'), ('con', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('grande', 'largest_one')",0
149,quanti stati non hanno fiumi,"answer(count(exclude(state(all), loc_1(river(all)))))","('quanti', 'answer'), ('ε', 'count'), ('stati', 'state(all)'), ('non', 'exclude'), ('hanno', 'loc_1'), ('fiumi', 'river(all)')",0
150,con quanti stati confina l iowa,answer(count(state(next_to_1(stateid(iowa))))),"('con', 'ε'), ('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('confina', 'next_to_1'), ('l', 'ε'), ('iowa', 'stateid(iowa)')",1
151,con quanti stati confina il missouri,answer(count(state(next_to_1(stateid(missouri))))),"('con', 'ε'), ('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('confina', 'next_to_1'), ('il', 'ε'), ('missouri', 'stateid(missouri)')",1
152,con quanti stati confina il tennessee,answer(count(state(next_to_1(stateid(tennessee))))),"('con', 'ε'), ('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('confina', 'next_to_1'), ('il', 'ε'), ('tennessee', 'stateid(tennessee)')",1
153,tramite quanti stati scorre il fiume colorado,answer(count(state(traverse_1(riverid(colorado))))),"('tramite', 'traverse_1'), ('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('scorre', 'ε'), ('il', 'ε'), ('fiume', 'ε'), ('colorado', 'riverid(colorado)')",0
154,tramite quanti stati scorre il fiume colorado,answer(count(state(traverse_1(riverid(colorado))))),"('tramite', 'traverse_1'), ('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('scorre', 'ε'), ('il', 'ε'), ('fiume', 'ε'), ('colorado', 'riverid(colorado)')",0
155,tramite quanti stati scorre il fiume mississippi,answer(count(state(traverse_1(riverid(mississippi))))),"('tramite', 'traverse_1'), ('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('scorre', 'ε'), ('il', 'ε'), ('fiume', 'ε'), ('mississippi', 'riverid(mississippi)')",0
156,tramite quanti stati scorre il mississippi,answer(count(state(traverse_1(riverid(mississippi))))),"('tramite', 'traverse_1'), ('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('scorre', 'ε'), ('il', 'ε'), ('mississippi', 'riverid(mississippi)')",0
157,tramite quanti stati scorre il fiume missouri,answer(count(state(traverse_1(river(riverid(missouri)))))),"('tramite', 'traverse_1'), ('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('scorre', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('missouri', 'riverid(missouri)')",0
158,quanti stati hanno gli usa,answer(count(state(loc_2(countryid(usa))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('hanno', 'loc_2'), ('il', 'ε'), ('usa', 'countryid(usa)')",1
159,quanti stati hanno una città chiamata rochester,"answer(count(state(loc_1(city(cityid(rochester, _))))))","('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('hanno', 'loc_1'), ('una', 'ε'), ('città', 'city'), ('chiamata', 'ε'), ('rochester', 'cityid(rochester, _)')",1
160,quanti stati hanno una città chiamata springfield,"answer(count(state(loc_1(city(cityid(springfield, _))))))","('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('hanno', 'loc_1'), ('una', 'ε'), ('città', 'city'), ('chiamata', 'ε'), ('springfield', 'cityid(springfield, _)')",1
161,quanti stati hanno un picco più alto che il picco più alto dello stato con la capitale più grande in usa,answer(count(state(loc_1(place(higher_2(highest(place(loc_2(state(loc_1(largest(capital(city(loc_2(countryid(usa)))))))))))))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('hanno', 'ε'), ('un', 'loc_1'), ('picco', 'place'), ('più', 'higher_2'), ('alto', 'ε'), ('che', 'ε'), ('il', 'ε'), ('picco', 'place'), ('più', 'ε'), ('alto', 'highest'), ('dello', 'loc_2'), ('stato', 'state'), ('con', 'loc_1'), ('la', 'ε'), ('capitale', 'capital'), ('ε', 'city'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
162,quanti stati hanno città chiamate austin,"answer(count(state(loc_1(city(cityid(austin, _))))))","('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('hanno', 'loc_1'), ('città', 'city'), ('chiamate', 'ε'), ('austin', 'cityid(austin, _)')",1
163,quanti stati hanno città o cittadine chiamate springfield,"answer(count(state(loc_1(city(cityid(springfield, _))))))","('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('hanno', 'loc_1'), ('città', 'city'), ('o', 'ε'), ('cittadine', 'ε'), ('chiamate', 'ε'), ('springfield', 'cityid(springfield, _)')",1
164,quanti stati hanno fiumi importanti,answer(count(state(loc_1(major(river(all)))))),"('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('hanno', 'loc_1'), ('fiumi', 'river(all)'), ('importanti', 'major')",0
165,attraverso quanti stati in us scorre il fiume più corto,"answer(count(intersection(state(loc_2(countryid(usa))), traverse_1(shortest(river(all))))))","('attraverso', 'traverse_1'), ('ε', 'intersection'), ('quanti', 'answer'), ('ε', 'count'), ('stati', 'state'), ('in', 'loc_2'), ('us', 'countryid(usa)'), ('scorre', 'ε'), ('il', 'ε'), ('fiume', 'river(all)'), ('più', 'ε'), ('corto', 'shortest')",0
166,quanta popolazione ha il texas,answer(population_1(stateid(texas))),"('quanta', 'answer'), ('popolazione', 'population_1'), ('ha', 'ε'), ('il', 'ε'), ('texas', 'stateid(texas)')",1
167,quanto è alto il mount mckinley,answer(elevation_1(placeid(mount mckinley))),"('quanto', 'answer'), ('è', 'ε'), ('alto', 'elevation_1'), ('il', 'ε'), ('mount', 'placeid(mount mckinley)'), ('mckinley', 'ε')",1
168,quanto è alto il picco più alto in montana,answer(elevation_1(highest(place(loc_2(stateid(montana)))))),"('quanto', 'answer'), ('è', 'ε'), ('alto', 'elevation_1'), ('il', 'ε'), ('picco', 'place'), ('più', 'ε'), ('alto', 'highest'), ('in', 'loc_2'), ('montana', 'stateid(montana)')",0
169,in che stato è il mount mckinley,answer(state(loc_1(placeid(mount mckinley)))),"('ε', 'answer'), ('in', 'loc_1'), ('che', 'ε'), ('stato', 'state'), ('è', 'ε'), ('il', 'ε'), ('mount', 'placeid(mount mckinley)'), ('mckinley', 'ε')",0
170,in che stato è il picco più alto in usa,answer(state(loc_1(highest(place(loc_2(countryid(usa))))))),"('ε', 'answer'), ('in', 'loc_1'), ('che', 'ε'), ('stato', 'state'), ('è', 'ε'), ('il', 'ε'), ('picco', 'place'), ('più', 'ε'), ('alto', 'highest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
171,in che stato è rochester,"answer(state(loc_1(cityid(rochester, _))))","('ε', 'answer'), ('in', 'loc_1'), ('che', 'ε'), ('stato', 'state'), ('è', 'ε'), ('rochester', 'cityid(rochester, _)')",0
172,l iowa confina con quanti stati,answer(count(state(next_to_1(stateid(iowa))))),"('l', 'ε'), ('iowa', 'stateid(iowa)'), ('confina', 'next_to_1'), ('con', 'ε'), ('quanti', 'answer'), ('ε', 'count'), ('stati', 'state')",0
173,elenca gli stati,answer(state(all)),"('elenca', 'answer'), ('gli', 'ε'), ('stati', 'state(all)')",1
174,nomina tutti i laghi di us,answer(lake(loc_2(countryid(usa)))),"('nomina', 'answer'), ('tutti', 'ε'), ('i', 'ε'), ('laghi', 'lake'), ('di', 'loc_2'), ('us', 'countryid(usa)')",1
175,nomina tutti i fiumi in colorado,answer(river(loc_2(stateid(colorado)))),"('nomina', 'answer'), ('tutti', 'ε'), ('i', 'ε'), ('fiumi', 'river'), ('in', 'loc_2'), ('colorado', 'stateid(colorado)')",1
176,nomina le cinquanta capitali in us,answer(capital(loc_2(countryid(usa)))),"('nomina', 'answer'), ('le', 'ε'), ('cinquanta', 'ε'), ('capitali', 'capital'), ('in', 'loc_2'), ('us', 'countryid(usa)')",1
177,nomina il fiume più lungo in us,answer(longest(river(loc_2(countryid(usa))))),"('nomina', 'answer'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('us', 'countryid(usa)')",0
178,nomina i grandi laghi in michigan,answer(major(lake(loc_2(stateid(michigan))))),"('nomina', 'answer'), ('i', 'ε'), ('grandi', 'major'), ('laghi', 'lake'), ('in', 'loc_2'), ('michigan', 'stateid(michigan)')",1
179,nomina i grandi fiumi in florida,answer(major(river(loc_2(stateid(florida))))),"('nomina', 'answer'), ('i', 'ε'), ('grandi', 'major'), ('fiumi', 'river'), ('in', 'loc_2'), ('florida', 'stateid(florida)')",1
180,nomina i fiumi in arkansas,answer(river(loc_2(stateid(arkansas)))),"('nomina', 'answer'), ('i', 'ε'), ('fiumi', 'river'), ('in', 'loc_2'), ('arkansas', 'stateid(arkansas)')",1
181,nomina gli stati che non hanno stati intorno,"answer(exclude(state(all), next_to_2(state(all))))","('nomina', 'answer'), ('gli', 'ε'), ('stati', 'state(all)'), ('che', 'ε'), ('non', 'exclude'), ('hanno', 'ε'), ('stati', 'state(all)'), ('intorno', 'next_to_2')",0
182,numero di cittadini in boulder,"answer(population_1(cityid(boulder, _)))","('numero', 'answer'), ('di', 'ε'), ('cittadini', 'population_1'), ('in', 'ε'), ('boulder', 'cityid(boulder, _)')",1
183,numero di persone in boulder,"answer(population_1(cityid(boulder, _)))","('numero', 'answer'), ('di', 'ε'), ('persone', 'population_1'), ('in', 'ε'), ('boulder', 'cityid(boulder, _)')",1
184,numero di stati che confinano con l iowa,answer(count(state(next_to_2(stateid(iowa))))),"('numero', 'answer'), ('ε', 'count'), ('di', 'ε'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('l', 'ε'), ('iowa', 'stateid(iowa)')",1
185,tra gli stati bagnati dal fiume mississippi quale ha il punto più basso,answer(state(loc_1(lowest(place(loc_2(state(traverse_1(riverid(mississippi))))))))),"('tra', 'loc_2'), ('gli', 'ε'), ('stati', 'state'), ('bagnati', 'traverse_1'), ('dal', 'ε'), ('fiume', 'ε'), ('mississippi', 'riverid(mississippi)'), ('quale', 'answer'),  ('ε', 'state'), ('ha', 'loc_1'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest')",0
