ID,NL,MR,ALIGNMENT,MONOTONIC
109,welches ist die bevoelkerungszahl von utah,answer(population_1(stateid(utah))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerungszahl', 'population_1'), ('von', 'ε'), ('utah', 'stateid(utah)')",1
110,wie viele einwohner leben in texas,answer(population_1(stateid(texas))),"('wie', 'answer'), ('viele', 'ε'), ('einwohner', 'population_1'), ('leben', 'ε'), ('in', 'ε'), ('texas', 'stateid(texas)')",1
111,wie viele fluesse heissen colorado,answer(count(riverid(colorado))),"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'ε'), ('heissen', 'ε'), ('colorado', 'riverid(colorado)')",1
112,wie viele fluesse gibt es in colorado,answer(count(river(loc_2(stateid(colorado))))),"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('colorado', 'stateid(colorado)')",1
113,wie viele fluesse sind in colorado,answer(count(river(loc_2(stateid(colorado))))),"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river'), ('sind', 'ε'), ('in', 'loc_2'), ('colorado', 'stateid(colorado)')",1
114,wie viele fluesse gibt es in iowa,answer(count(river(loc_2(stateid(iowa))))),"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('iowa', 'stateid(iowa)')",1
115,wie viele fluesse gibt es in missouri,answer(count(river(loc_2(stateid(missouri))))),"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('missouri', 'stateid(missouri)')",1
116,wie viele fluesse gibt es in new york,answer(count(river(loc_2(stateid(new york))))),"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('new', 'stateid(new york)'), ('york', 'ε')",1
117,wie viele fluesse gibt es im staat mit den meisten fluessen,answer(count(river(loc_2(most(state(loc_1(river(all)))))))),"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river'), ('gibt', 'ε'), ('es', 'ε'), ('im', 'loc_2'), ('staat', 'state'), ('mit', 'loc_1'), ('den', 'ε'), ('meisten', 'most'), ('fluessen', 'river(all)')",0
118,wie viele fluesse gibt es im staat mit dem hoechsten punkt,answer(count(river(loc_2(state(loc_1(highest(place(all)))))))),"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river'), ('gibt', 'ε'), ('es', 'ε'), ('im', 'loc_2'), ('staat', 'state'), ('mit', 'loc_1'), ('dem', 'ε'), ('hoechsten', 'highest'), ('punkt', 'place(all)')",1
119,wie viele fluesse sind in dem staat mit der groessten bevoelkerung,answer(count(river(loc_2(largest_one(population_1(state(all))))))),"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river'), ('sind', 'ε'), ('in', 'loc_2'), ('dem', 'ε'), ('staat', 'state(all)'), ('mit', 'ε'), ('der', 'ε'), ('groessten', 'largest_one'), ('bevoelkerung', 'population_1')",0
120,wie viele fluesse gibt es in idaho,answer(count(river(loc_2(stateid(idaho))))),"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('idaho', 'stateid(idaho)')",1
121,wie viele fluesse laufen durch texas,answer(count(river(loc_2(stateid(texas))))),"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river'), ('laufen', 'ε'), ('durch', 'loc_2'), ('texas', 'stateid(texas)')",1
122,wie viele fluesse gibt es in den usa,answer(count(river(loc_2(countryid(usa))))),"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
123,wie viele fluesse verlaufen nicht durch den staat mit der hauptstadt albany,"answer(count(exclude(river(all), traverse_2(state(loc_1(capital(cityid(albany, _))))))))","('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river(all)'), ('verlaufen', 'ε'), ('nicht', 'exclude'), ('durch', 'traverse_2'), ('den', 'ε'), ('staat', 'state'), ('mit', 'loc_1'), ('der', 'ε'), ('hauptstadt', 'capital'), ('albany', 'cityid(albany, _)')",1
124,wie viele fluesse gibt es in alaska,answer(count(river(loc_2(stateid(alaska))))),"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('alaska', 'stateid(alaska)')",1
125,wie viele fluesse gibt es in colorado,answer(count(river(loc_2(stateid(colorado))))),"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('colorado', 'stateid(colorado)')",1
126,wie viele fluesse in texas sind laenger als der red,"answer(count(intersection(river(loc_2(stateid(texas))), longer(riverid(red)))))","('wie', 'answer'), ('viele', 'count'), ('ε', 'intersection'), ('fluesse', 'river'), ('in', 'loc_2'), ('texas', 'stateid(texas)'), ('sind', 'ε'), ('laenger', 'longer'), ('als', 'ε'), ('der', 'ε'), ('red', 'riverid(red)')",1
127,wie viele fluesse gibt es in washington,answer(count(river(loc_2(stateid(washington))))),"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('washington', 'stateid(washington)')",1
128,wie viele fluesse gibt es in texas,answer(count(river(traverse_2(stateid(texas))))),"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river'), ('gibt', 'traverse_2'), ('es', 'ε'), ('in', 'ε'), ('texas', 'stateid(texas)')",1
129,wie viele fluesse fliessen durch die staaten die colorado angrenzen,answer(count(river(traverse_2(state(next_to_2(stateid(colorado))))))),"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river'), ('fliessen', 'traverse_2'), ('durch', 'ε'), ('die', 'ε'), ('staaten', 'state'), ('die', 'ε'), ('colorado', 'stateid(colorado)'), ('angrenzen', 'next_to_2')",0
130,wie viele quadratkilometer umfasst die usa,answer(area_1(countryid(usa))),"('wie', 'answer'), ('viele', 'area_1'), ('quadratkilometer', 'ε'), ('umfasst', 'ε'), ('die', 'ε'), ('usa', 'countryid(usa)')",1
131,wie viele staaten gibt es in den usa,answer(count(state(loc_2(countryid(usa))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
132,wie viele staaten gibt es in den usa,answer(count(state(loc_2(countryid(usa))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
133,wie viele staaten liegen neben wichtigten fluessen,answer(count(state(next_to_2(major(river(all)))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('liegen', 'ε'), ('neben', 'next_to_2'), ('wichtigten', 'major'), ('fluessen', 'river(all)')",1
134,wie viele staaten gibt es,answer(count(state(all))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state(all)'), ('gibt', 'ε'), ('es', 'ε')",1
135,wie viele staaten hat die usa,answer(count(state(loc_2(countryid(usa))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('hat', 'loc_2'), ('die', 'ε'), ('usa', 'countryid(usa)')",1
136,wie viele staaten gibt es in den usa,answer(count(state(loc_2(countryid(usa))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
137,wie viele staaten grenzen an alaska,answer(count(state(next_to_2(stateid(alaska))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('alaska', 'stateid(alaska)')",1
138,wie viele staaten grenzen an zumindest einen anderen staat an,answer(count(state(next_to_2(state(all))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('zumindest', 'ε'), ('einen', 'ε'), ('anderen', 'ε'), ('staat', 'state(all)'), ('an', 'ε')",1
139,wie viele staaten grenzen an colorado und new mexico,"answer(count(state(intersection(next_to_2(stateid(colorado)), next_to_2(stateid(new mexico))))))","('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('colorado', 'stateid(colorado)'), ('und', 'intersection'), ('ε', 'next_to_2'), ('new', 'stateid(new mexico)'), ('mexico', 'ε')",0
140,wie viele staaten grenzen an hawaii,answer(count(state(next_to_2(stateid(hawaii))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('hawaii', 'stateid(hawaii)')",1
141,nenne die anzahl der staaten welche an iowa grenzen,answer(count(state(next_to_2(stateid(iowa))))),"('nenne', 'answer'), ('die', 'ε'), ('anzahl', 'count'), ('der', 'ε'), ('staaten', 'state'), ('welche', 'ε'), ('an', 'next_to_2'), ('iowa', 'stateid(iowa)'), ('grenzen', 'ε')",1
142,wie viele staaten grenzen an den staat dessen hauptstadt boston ist,"answer(count(state(next_to_2(state(loc_1(capital(cityid(boston, _))))))))","('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('den', 'ε'), ('staat', 'state'), ('dessen', 'loc_1'), ('hauptstadt', 'capital'), ('boston', 'cityid(boston, _)'), ('ist', 'ε')",1
143,wie viele staaten grenzen an tennessee an,answer(count(state(next_to_2(stateid(tennessee))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('tennessee', 'stateid(tennessee)'), ('an', 'ε')",1
144,wie viele staaten grenzen an texas an,answer(count(state(next_to_2(stateid(texas))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('texas', 'stateid(texas)'), ('an', 'ε')",1
145,wie viele staaten grenzen an dem groessten staat,answer(count(state(next_to_2(largest(state(all)))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('dem', 'ε'), ('groessten', 'largest'), ('staat', 'state(all)')",1
146,wie viele staaten grenzen an den mississippi fluss an,answer(count(state(next_to_2(riverid(mississippi))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('den', 'ε'), ('mississippi', 'riverid(mississippi)'), ('fluss', 'ε'), ('an', 'ε')",1
147,wie viele staaten grenzen an den staat mit den meisten nachbarstaaten,answer(count(state(next_to_2(most(state(next_to_2(state(all)))))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('den', 'ε'), ('staat', 'state'), ('mit', 'next_to_2'), ('den', 'ε'), ('meisten', 'most'), ('nachbarstaaten', 'state(all)')",0
148,wie viele staaten grenzen an den staat mit der groessten bevoelkerung,answer(count(state(next_to_2(largest_one(population_1(state(all))))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('den', 'ε'), ('staat', 'state(all)'), ('mit', 'ε'), ('der', 'ε'), ('groessten', 'largest_one'), ('bevoelkerung', 'population_1')",0
149,wie viele staaten haben keine fluesse,"answer(count(exclude(state(all), loc_1(river(all)))))","('wie', 'answer'), ('viele', 'count'), ('staaten', 'state(all)'), ('haben', 'loc_1'), ('keine', 'exclude'), ('fluesse', 'river(all)')",0
150,iowa grenzt an wie viele staaten,answer(count(state(next_to_1(stateid(iowa))))),"('iowa', 'stateid(iowa)'), ('grenzt', 'next_to_1'), ('an', 'ε'), ('wie', 'answer'), ('viele', 'count'), ('staaten', 'state')",0
151,an wie viele staaten grenzt missouri,answer(count(state(next_to_1(stateid(missouri))))),"('an', 'ε'), ('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('grenzt', 'next_to_1'), ('missouri', 'stateid(missouri)')",1
152,an wie viele staaten grenzt tennessee,answer(count(state(next_to_1(stateid(tennessee))))),"('an', 'ε'), ('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('grenzt', 'next_to_1'), ('tennessee', 'stateid(tennessee)')",1
153,durch wie viele staaten fliesst der fluss colorado,answer(count(state(traverse_1(riverid(colorado))))),"('durch', 'ε'), ('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('fliesst', 'traverse_1'), ('der', 'ε'), ('fluss', 'ε'), ('colorado', 'riverid(colorado)')",1
154,durch wie viele staaten fliesst der fluss colorado,answer(count(state(traverse_1(riverid(colorado))))),"('durch', 'ε'), ('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('fliesst', 'traverse_1'), ('der', 'ε'), ('fluss', 'ε'), ('colorado', 'riverid(colorado)')",1
155,durch wie viele staaten fliesst der mississippi,answer(count(state(traverse_1(riverid(mississippi))))),"('durch', 'ε'), ('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('fliesst', 'traverse_1'), ('der', 'ε'), ('mississippi', 'riverid(mississippi)')",1
156,durch wie viele staaten fliesst der fluss mississippi,answer(count(state(traverse_1(riverid(mississippi))))),"('durch', 'ε'), ('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('fliesst', 'traverse_1'), ('der', 'ε'), ('fluss', 'ε'), ('mississippi', 'riverid(mississippi)')",1
157,durch wie viele staaten laeuft der fluss missouri,answer(count(state(traverse_1(river(riverid(missouri)))))),"('durch', 'ε'), ('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('laeuft', 'traverse_1'), ('der', 'ε'), ('fluss', 'river'), ('missouri', 'riverid(missouri)')",1
158,wie viele staaten sind in den vereinigten staaten,answer(count(state(loc_2(countryid(usa))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('sind', 'ε'), ('in', 'loc_2'), ('den', 'ε'), ('vereinigten', 'countryid(usa)'), ('staaten', 'ε')",1
159,in wie vielen staaten gibt es eine stadt mit dem namen rochester,"answer(count(state(loc_1(city(cityid(rochester, _))))))","('in', 'ε'), ('wie', 'answer'), ('vielen', 'count'), ('staaten', 'state'), ('gibt', 'loc_1'), ('es', 'ε'), ('eine', 'ε'), ('stadt', 'city'), ('mit', 'ε'), ('dem', 'ε'), ('namen', 'ε'), ('rochester', 'cityid(rochester, _)')",1
160,in wie vielen staaten gibt es eine stadt namens springfield,"answer(count(state(loc_1(city(cityid(springfield, _))))))","('in', 'ε'), ('wie', 'answer'), ('vielen', 'count'), ('staaten', 'state'), ('gibt', 'loc_1'), ('es', 'ε'), ('eine', 'ε'), ('stadt', 'city'), ('namens', 'ε'), ('springfield', 'cityid(springfield, _)')",1
161,wie viele staaten haben einen hoeher gelegenen punkt als der hoechstgelegene punkt des staates mit der groessten hauptstadt in den usa,answer(count(state(loc_1(place(higher_2(highest(place(loc_2(state(loc_1(largest(capital(city(loc_2(countryid(usa)))))))))))))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('haben', 'loc_1'), ('einen', 'ε'), ('hoeher', 'higher_2'), ('gelegenen', 'ε'), ('punkt', 'place'), ('als', 'ε'), ('der', 'ε'), ('hoechstgelegene', 'highest'), ('punkt', 'place'), ('des', 'loc_2'), ('staates', 'state'), ('mit', 'loc_1'), ('der', 'ε'), ('groessten', 'largest'), ('hauptstadt', 'capital'), ('ε', 'city'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",0
162,wie viele staaten habe staedte die austin heissen,"answer(count(state(loc_1(city(cityid(austin, _))))))","('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('habe', 'loc_1'), ('staedte', 'city'), ('die', 'ε'), ('austin', 'cityid(austin, _)'), ('heissen', 'ε')",1
163,wie viele staaten haben staedte welche nach springfield benannt sind,"answer(count(state(loc_1(city(cityid(springfield, _))))))","('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('haben', 'loc_1'), ('staedte', 'city'), ('welche', 'ε'), ('nach', 'ε'), ('springfield', 'cityid(springfield, _)'), ('benannt', 'ε'), ('sind', 'ε')",1
164,wie viele staaten haben wichtige fluesse,answer(count(state(loc_1(major(river(all)))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('haben', 'loc_1'), ('wichtige', 'major'), ('fluesse', 'river(all)')",1
165,durch wie viele staaten der usa fliesst der kuerzeste fluss,"answer(count(intersection(state(loc_2(countryid(usa))), traverse_1(shortest(river(all))))))","('durch', 'ε'), ('wie', 'answer'), ('viele', 'count'), ('ε', 'intersection'), ('staaten', 'state'), ('der', 'loc_2'), ('usa', 'countryid(usa)'), ('fliesst', 'traverse_1'), ('der', 'ε'), ('kuerzeste', 'shortest'), ('fluss', 'river(all)')",1
166,wie viele leute wohnen in texas,answer(population_1(stateid(texas))),"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('wohnen', 'ε'), ('in', 'ε'), ('texas', 'stateid(texas)')",1
167,wie hoch ist mount mckinley,answer(elevation_1(placeid(mount mckinley))),"('wie', 'answer'), ('hoch', 'elevation_1'), ('ist', 'ε'), ('mount', 'placeid(mount mckinley)'), ('mckinley', 'ε')",1
168,wie hoch ist der hoechste punkt in montana,answer(elevation_1(highest(place(loc_2(stateid(montana)))))),"('wie', 'answer'), ('hoch', 'elevation_1'), ('ist', 'ε'), ('der', 'ε'), ('hoechste', 'highest'), ('punkt', 'place'), ('in', 'loc_2'), ('montana', 'stateid(montana)')",1
169,in welchem staat befindet sich der mount mckinley,answer(state(loc_1(placeid(mount mckinley)))),"('in', 'loc_1'), ('welchem', 'answer'), ('staat', 'state'), ('befindet', 'ε'), ('sich', 'ε'), ('der', 'ε'), ('mount', 'placeid(mount mckinley)'), ('mckinley', 'ε')",0
170,was ist der staat mit der hoechsten hoehe in den vereinigten staaten,answer(state(loc_1(highest(place(loc_2(countryid(usa))))))),"('was', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('staat', 'state'), ('mit', 'loc_1'), ('der', 'ε'), ('hoechsten', 'highest'), ('hoehe', 'place'), ('in', 'loc_2'), ('den', 'ε'), ('vereinigten', 'countryid(usa)'), ('staaten', 'ε')",1
171,in welchem staat liegt rochester,"answer(state(loc_1(cityid(rochester, _))))","('in', 'ε'), ('welchem', 'answer'), ('staat', 'state'), ('liegt', 'loc_1'), ('rochester', 'cityid(rochester, _)')",1
172,an wie viele staaten grenzt iowa,answer(count(state(next_to_1(stateid(iowa))))),"('an', 'ε'), ('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('grenzt', 'next_to_1'), ('iowa', 'stateid(iowa)')",0
173,liste alle staaten,answer(state(all)),"('liste', 'answer'), ('alle', 'state(all)'), ('staaten', 'ε')",1
174,liste alle seen in den usa aus,answer(lake(loc_2(countryid(usa)))),"('liste', 'answer'), ('alle', 'ε'), ('seen', 'lake'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)'), ('aus', 'ε')",1
175,welche fluesse fliessen durch colorado,answer(river(loc_2(stateid(colorado)))),"('welche', 'answer'), ('fluesse', 'river'), ('fliessen', 'ε'), ('durch', 'loc_2'), ('colorado', 'stateid(colorado)')",1
176,nenne die fuenfzig hauptstaedte in den usa,answer(capital(loc_2(countryid(usa)))),"('nenne', 'answer'), ('die', 'ε'), ('fuenfzig', 'ε'), ('hauptstaedte', 'capital'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
177,was ist der laengste fluss in den usa,answer(longest(river(loc_2(countryid(usa))))),"('was', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
178,nenne die groessten seen in michigan,answer(major(lake(loc_2(stateid(michigan))))),"('nenne', 'answer'), ('die', 'ε'), ('groessten', 'major'), ('seen', 'lake'), ('in', 'loc_2'), ('michigan', 'stateid(michigan)')",1
