ID,NL,MR,ALIGNMENT,MONOTONIC
120,how many rivers are in idaho,answer(count(river(loc_2(stateid(idaho))))),"('how', 'answer'), ('many', 'count'), ('rivers', 'river'), ('are', 'ε'), ('in', 'loc_2'), ('idaho', 'stateid(idaho)')",1
121,how many rivers are there in texas,answer(count(river(loc_2(stateid(texas))))),"('how', 'answer'), ('many', 'count'), ('rivers', 'river'), ('are', 'ε'), ('there', 'ε'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",1
122,how many rivers are in us,answer(count(river(loc_2(countryid(usa))))),"('how', 'answer'), ('many', 'count'), ('rivers', 'river'), ('are', 'ε'), ('in', 'loc_2'), ('us', 'countryid(usa)')",1
123,how many rivers do not traverse the state with the capital albany,"answer(count(exclude(river(all), traverse_2(state(loc_1(capital(cityid(albany, _))))))))","('how', 'answer'), ('many', 'count'), ('rivers', 'river(all)'), ('do', 'ε'), ('not', 'exclude'), ('traverse', 'traverse_2'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('capital', 'capital'), ('albany', 'cityid(albany, _)')",0
124,how many rivers does alaska have,answer(count(river(loc_2(stateid(alaska))))),"('how', 'answer'), ('many', 'count'), ('rivers', 'river'), ('does', 'ε'), ('alaska', 'stateid(alaska)'), ('have', 'loc_2')",0
125,how many rivers does colorado have,answer(count(river(loc_2(stateid(colorado))))),"('how', 'answer'), ('many', 'count'), ('rivers', 'river'), ('does', 'ε'), ('colorado', 'stateid(colorado)'), ('have', 'loc_2')",0
126,how many rivers in texas are longer than the red,"answer(count(intersection(river(loc_2(stateid(texas))), longer(riverid(red)))))","('how', 'answer'), ('many', 'count'), ('ε', 'intersection'), ('rivers', 'river'), ('in', 'loc_2'), ('texas', 'stateid(texas)'), ('are', 'ε'), ('longer', 'longer'), ('than', 'ε'), ('the', 'ε'), ('red', 'riverid(red)')",1
127,how many rivers in washington,answer(count(river(loc_2(stateid(washington))))),"('how', 'answer'), ('many', 'count'), ('rivers', 'river'), ('in', 'loc_2'), ('washington', 'stateid(washington)')",1
128,how many rivers run through texas,answer(count(river(traverse_2(stateid(texas))))),"('how', 'answer'), ('many', 'count'), ('rivers', 'river'), ('run', 'traverse_2'), ('through', 'ε'), ('texas', 'stateid(texas)')",1
129,how many rivers run through the states bordering colorado,answer(count(river(traverse_2(state(next_to_2(stateid(colorado))))))),"('how', 'answer'), ('many', 'count'), ('rivers', 'river'), ('run', 'traverse_2'), ('through', 'ε'), ('the', 'ε'), ('states', 'state'), ('bordering', 'next_to_2'), ('colorado', 'stateid(colorado)')",1
130,how many square kilometers in the us,answer(area_1(countryid(usa))),"('how', 'answer'), ('many', 'ε'), ('square', 'ε'), ('kilometers', 'area_1'), ('in', 'ε'), ('the', 'ε'), ('us', 'countryid(usa)')",1
131,how many states are in the usa,answer(count(state(loc_2(countryid(usa))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('are', 'ε'), ('in', 'loc_2'), ('the', 'ε'), ('usa', 'countryid(usa)')",1
132,how many states are there in the usa,answer(count(state(loc_2(countryid(usa))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('are', 'ε'), ('there', 'ε'), ('in', 'loc_2'), ('the', 'ε'), ('usa', 'countryid(usa)')",1
133,how many states are next to major rivers,answer(count(state(next_to_2(major(river(all)))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('are', 'ε'), ('next', 'next_to_2'), ('to', 'ε'), ('major', 'major'), ('rivers', 'river(all)')",1
134,how many states are there,answer(count(state(all))),"('how', 'answer'), ('many', 'count'), ('states', 'state(all)'), ('are', 'ε'), ('there', 'ε')",1
135,how many states are there in the usa,answer(count(state(loc_2(countryid(usa))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('are', 'ε'), ('there', 'ε'), ('in', 'loc_2'), ('the', 'ε'), ('usa', 'countryid(usa)')",1
136,how many states are there in usa,answer(count(state(loc_2(countryid(usa))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('are', 'ε'), ('there', 'ε'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",1
137,how many states border alaska,answer(count(state(next_to_2(stateid(alaska))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('border', 'next_to_2'), ('alaska', 'stateid(alaska)')",1
138,how many states border at least one other state,answer(count(state(next_to_2(state(all))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('border', 'next_to_2'), ('at', 'ε'), ('least', 'ε'), ('one', 'ε'), ('other', 'ε'), ('state', 'state(all)')",1
139,how many states border colorado and border new mexico,"answer(count(state(intersection(next_to_2(stateid(colorado)), next_to_2(stateid(new mexico))))))","('how', 'answer'), ('many', 'count'), ('states', 'state'), ('border', 'next_to_2'), ('colorado', 'stateid(colorado)'), ('and', 'intersection'), ('border', 'next_to_2'), ('new', 'stateid(new mexico)'), ('mexico', 'ε')",0
140,how many states border hawaii,answer(count(state(next_to_2(stateid(hawaii))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('border', 'next_to_2'), ('hawaii', 'stateid(hawaii)')",1
141,how many states border iowa,answer(count(state(next_to_2(stateid(iowa))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('border', 'next_to_2'), ('iowa', 'stateid(iowa)')",1
142,how many states border on the state whose capital is boston,"answer(count(state(next_to_2(state(loc_1(capital(cityid(boston, _))))))))","('how', 'answer'), ('many', 'count'), ('states', 'state'), ('border', 'next_to_2'), ('on', 'ε'), ('the', 'ε'), ('state', 'state'), ('whose', 'loc_1'), ('capital', 'capital'), ('is', 'ε'), ('boston', 'cityid(boston, _)')",1
143,how many states border tennessee,answer(count(state(next_to_2(stateid(tennessee))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('border', 'next_to_2'), ('tennessee', 'stateid(tennessee)')",1
144,how many states border texas,answer(count(state(next_to_2(stateid(texas))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('border', 'next_to_2'), ('texas', 'stateid(texas)')",1
145,how many states border the largest state,answer(count(state(next_to_2(largest(state(all)))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('border', 'next_to_2'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state(all)')",1
146,how many states border the mississippi river,answer(count(state(next_to_2(riverid(mississippi))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('border', 'next_to_2'), ('the', 'ε'), ('mississippi', 'riverid(mississippi)'), ('river', 'ε')",1
147,how many states border the state that borders the most states,answer(count(state(next_to_2(most(state(next_to_2(state(all)))))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('border', 'next_to_2'), ('the', 'ε'), ('state', 'state'), ('that', 'ε'), ('borders', 'next_to_2'), ('the', 'ε'), ('most', 'most'), ('states', 'state(all)')",0
148,how many states border the state with the largest population,answer(count(state(next_to_2(largest_one(population_1(state(all))))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('border', 'next_to_2'), ('the', 'ε'), ('state', 'state(all)'), ('with', 'ε'), ('the', 'ε'), ('largest', 'largest_one'), ('population', 'population_1')",0
149,how many states do not have rivers,"answer(count(exclude(state(all), loc_1(river(all)))))","('how', 'answer'), ('many', 'count'), ('states', 'state(all)'), ('do', 'ε'), ('not', 'exclude'), ('have', 'loc_1'), ('rivers', 'river(all)')",0
150,how many states does iowa border,answer(count(state(next_to_1(stateid(iowa))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('does', 'ε'), ('iowa', 'stateid(iowa)'), ('border', 'next_to_1')",0
151,how many states does missouri border,answer(count(state(next_to_1(stateid(missouri))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('does', 'ε'), ('missouri', 'stateid(missouri)'), ('border', 'next_to_1')",0
152,how many states does tennessee border,answer(count(state(next_to_1(stateid(tennessee))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('does', 'ε'), ('tennessee', 'stateid(tennessee)'), ('border', 'next_to_1')",0
153,how many states does the colorado river flow through,answer(count(state(traverse_1(riverid(colorado))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('does', 'ε'), ('the', 'ε'), ('colorado', 'riverid(colorado)'), ('river', 'ε'), ('flow', 'traverse_1'), ('through', 'ε')",0
154,how many states does the colorado river run through,answer(count(state(traverse_1(riverid(colorado))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('does', 'ε'), ('the', 'ε'), ('colorado', 'riverid(colorado)'), ('river', 'ε'), ('run', 'traverse_1'), ('through', 'ε')",0
155,how many states does the mississippi river run through,answer(count(state(traverse_1(riverid(mississippi))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('does', 'ε'), ('the', 'ε'), ('mississippi', 'riverid(mississippi)'), ('river', 'ε'), ('run', 'traverse_1'), ('through', 'ε')",0
156,how many states does the mississippi run through,answer(count(state(traverse_1(riverid(mississippi))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('does', 'ε'), ('the', 'ε'), ('mississippi', 'riverid(mississippi)'), ('run', 'traverse_1'), ('through', 'ε')",0
157,how many states does the missouri river run through,answer(count(state(traverse_1(river(riverid(missouri)))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('does', 'ε'), ('the', 'ε'), ('missouri', 'riverid(missouri)'), ('river', 'river'), ('run', 'traverse_1'), ('through', 'ε')",0
158,how many states does the usa have,answer(count(state(loc_2(countryid(usa))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('does', 'ε'), ('the', 'ε'), ('usa', 'countryid(usa)'), ('have', 'loc_2')",0
159,how many states have a city called rochester,"answer(count(state(loc_1(city(cityid(rochester, _))))))","('how', 'answer'), ('many', 'count'), ('states', 'state'), ('have', 'loc_1'), ('a', 'ε'), ('city', 'city'), ('called', 'ε'), ('rochester', 'cityid(rochester, _)')",1
160,how many states have a city named springfield,"answer(count(state(loc_1(city(cityid(springfield, _))))))","('how', 'answer'), ('many', 'count'), ('states', 'state'), ('have', 'loc_1'), ('a', 'ε'), ('city', 'city'), ('named', 'ε'), ('springfield', 'cityid(springfield, _)')",1
161,how many states have a higher point than the highest point of the state with the largest capital city in the us,answer(count(state(loc_1(place(higher_2(highest(place(loc_2(state(loc_1(largest(capital(city(loc_2(countryid(usa)))))))))))))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('have', 'loc_1'), ('a', 'ε'), ('higher', 'higher_2'), ('point', 'place'), ('than', 'ε'), ('the', 'ε'), ('highest', 'highest'), ('ε', 'loc_1'), ('point', 'place'), ('of', 'loc_2'), ('the', 'ε'), ('state', 'state'), ('with', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('capital', 'capital'), ('city', 'city'), ('in', 'loc_2'), ('the', 'ε'), ('us', 'countryid(usa)')",0
162,how many states have cities named austin,"answer(count(state(loc_1(city(cityid(austin, _))))))","('how', 'answer'), ('many', 'count'), ('states', 'state'), ('have', 'loc_1'), ('cities', 'city'), ('named', 'ε'), ('austin', 'cityid(austin, _)')",1
163,how many states have cities or towns named springfield,"answer(count(state(loc_1(city(cityid(springfield, _))))))","('how', 'answer'), ('many', 'count'), ('states', 'state'), ('have', 'loc_1'), ('cities', 'city'), ('or', 'ε'), ('towns', 'ε'), ('named', 'ε'), ('springfield', 'cityid(springfield, _)')",1
164,how many states have major rivers,answer(count(state(loc_1(major(river(all)))))),"('how', 'answer'), ('many', 'count'), ('states', 'state'), ('have', 'loc_1'), ('major', 'major'), ('rivers', 'river(all)')",1
165,how many states in the us does the shortest river run through,"answer(count(intersection(state(loc_2(countryid(usa))), traverse_1(shortest(river(all))))))","('how', 'answer'), ('many', 'count'), ('ε', 'intersection'), ('states', 'state'), ('in', 'loc_2'), ('the', 'ε'), ('us', 'countryid(usa)'), ('does', 'ε'), ('the', 'ε'), ('shortest', 'shortest'), ('river', 'river(all)'), ('run', 'traverse_1'), ('through', 'ε')",0
166,how much population does texas have,answer(population_1(stateid(texas))),"('how', 'answer'), ('much', 'ε'), ('population', 'population_1'), ('does', 'ε'), ('texas', 'stateid(texas)'), ('have', 'ε')",1
167,how tall is mount mckinley,answer(elevation_1(placeid(mount mckinley))),"('how', 'answer'), ('tall', 'elevation_1'), ('is', 'ε'), ('mount', 'placeid(mount mckinley)'), ('mckinley', 'ε')",1
168,how tall is the highest point in montana,answer(elevation_1(highest(place(loc_2(stateid(montana)))))),"('how', 'answer'), ('tall', 'elevation_1'), ('is', 'ε'), ('the', 'ε'), ('highest', 'highest'), ('point', 'place'), ('in', 'loc_2'), ('montana', 'stateid(montana)')",1
169,in what state is mount mckinley,answer(state(loc_1(placeid(mount mckinley)))),"('in', 'loc_1'), ('what', 'answer'), ('state', 'state'), ('is', 'ε'), ('mount', 'placeid(mount mckinley)'), ('mckinley', 'ε')",0
170,in which state does the highest point in usa exist,answer(state(loc_1(highest(place(loc_2(countryid(usa))))))),"('in', 'loc_1'), ('which', 'answer'), ('state', 'state'), ('does', 'ε'), ('the', 'ε'), ('highest', 'highest'), ('point', 'place'), ('in', 'loc_2'), ('usa', 'countryid(usa)'), ('exist', 'ε')",0
171,in which state is rochester,"answer(state(loc_1(cityid(rochester, _))))","('in', 'loc_1'), ('which', 'answer'), ('state', 'state'), ('is', 'ε'), ('rochester', 'cityid(rochester, _)')",0
172,iowa borders how many states,answer(count(state(next_to_1(stateid(iowa))))),"('iowa', 'stateid(iowa)'), ('borders', 'next_to_1'), ('how', 'answer'), ('many', 'count'), ('states', 'state')",0
173,list the states,answer(state(all)),"('list', 'answer'), ('the', 'ε'), ('states', 'state(all)')",1
174,name all the lakes of us,answer(lake(loc_2(countryid(usa)))),"('name', 'answer'), ('all', 'ε'), ('the', 'ε'), ('lakes', 'lake'), ('of', 'loc_2'), ('us', 'countryid(usa)')",1
175,name all the rivers in colorado,answer(river(loc_2(stateid(colorado)))),"('name', 'answer'), ('all', 'ε'), ('the', 'ε'), ('rivers', 'river'), ('in', 'loc_2'), ('colorado', 'stateid(colorado)')",1
176,name the fifty capitals in the usa,answer(capital(loc_2(countryid(usa)))),"('name', 'answer'), ('the', 'ε'), ('fifty', 'ε'), ('capitals', 'capital'), ('in', 'loc_2'), ('the', 'ε'), ('usa', 'countryid(usa)')",1
177,name the longest river in us,answer(longest(river(loc_2(countryid(usa))))),"('name', 'answer'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('us', 'countryid(usa)')",1
178,name the major lakes in michigan,answer(major(lake(loc_2(stateid(michigan))))),"('name', 'answer'), ('the', 'ε'), ('major', 'major'), ('lakes', 'lake'), ('in', 'loc_2'), ('michigan', 'stateid(michigan)')",1
179,name the major rivers in florida,answer(major(river(loc_2(stateid(florida))))),"('name', 'answer'), ('the', 'ε'), ('major', 'major'), ('rivers', 'river'), ('in', 'loc_2'), ('florida', 'stateid(florida)')",1
180,name the rivers in arkansas,answer(river(loc_2(stateid(arkansas)))),"('name', 'answer'), ('the', 'ε'), ('rivers', 'river'), ('in', 'loc_2'), ('arkansas', 'stateid(arkansas)')",1
181,name the states which have no surrounding states,"answer(exclude(state(all), next_to_2(state(all))))","('name', 'answer'), ('the', 'ε'), ('states', 'state(all)'), ('which', 'ε'), ('have', 'ε'), ('no', 'exclude'), ('surrounding', 'next_to_2'), ('states', 'state(all)')",0
182,number of citizens in boulder,"answer(population_1(cityid(boulder, _)))","('number', 'answer'), ('of', 'ε'), ('citizens', 'population_1'), ('in', 'ε'), ('boulder', 'cityid(boulder, _)')",1
183,number of people in boulder,"answer(population_1(cityid(boulder, _)))","('number', 'answer'), ('of', 'ε'), ('people', 'population_1'), ('in', 'ε'), ('boulder', 'cityid(boulder, _)')",1
184,number of states bordering iowa,answer(count(state(next_to_2(stateid(iowa))))),"('ε', 'answer'), ('number', 'count'), ('of', 'ε'), ('states', 'state'), ('bordering', 'next_to_2'), ('iowa', 'stateid(iowa)')",1
185,of the states washed by the mississippi river which has the lowest point,answer(state(loc_1(lowest(place(loc_2(state(traverse_1(riverid(mississippi))))))))),"('of', 'ε'), ('the', 'ε'), ('states', 'state'), ('washed', 'traverse_1'), ('by', 'loc_2'), ('the', 'ε'), ('mississippi', 'riverid(mississippi)'), ('river', 'ε'), ('which', 'answer'), ('ε', 'state'), ('has', 'loc_1'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place')",0
186,people in boulder,"answer(population_1(cityid(boulder, _)))","('ε', 'answer'), ('people', 'population_1'), ('in', 'ε'), ('boulder', 'cityid(boulder, _)')",1
